scenario_id,scenario_description,time,S,E,I,R,beta,sigma,gamma
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",112.0,3.0414541494742113e-05,3.6870731042561364e-08,0.00012740668364619761,0.9998421419041288,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",113.0,3.0411053980462296e-05,3.2984099113867375e-08,0.00011467338942778637,0.9998548825724934,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",114.0,3.0407915375689885e-05,2.9525884063503786e-08,0.0001032126473048305,0.9998663499114362,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",115.0,3.0405090742389434e-05,2.644534055125462e-08,9.289728775116015e-05,0.9998766711761666,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",116.0,3.040254864697202e-05,2.3698367858419994e-08,8.361284804415439e-05,0.9998859609049418,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",117.0,3.0400260807659862e-05,2.124653359889285e-08,7.525630291331063e-05,0.9998943221897462,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",118.0,3.0398201777547476e-05,1.9056256991500687e-08,6.773492192869934e-05,0.9999018478200375,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",119.0,3.039634865970572e-05,1.7098123434958074e-08,6.096524098722771e-05,0.9999086213122305,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",120.0,3.0394680851056666e-05,1.5346307397020137e-08,5.487213651319193e-05,0.9999147178363292,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",121.0,3.0393179812087426e-05,1.3778084886856783e-08,4.938799212335214e-05,0.9999202050499806,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",122.0,3.039182885977478e-05,1.2373420222132126e-08,4.44519485279943e-05,0.999925143849193,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",123.0,3.0390612981363848e-05,1.1114614588637389e-08,4.00092283592393e-05,0.9999295890440457,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",124.0,3.0389518666886573e-05,9.986006148183695e-09,3.601052844623309e-05,0.9999335899668816,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",125.0,3.0388533758522794e-05,8.973713282326081e-09,3.241147280283942e-05,0.9999371910197262,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",126.0,3.0387647315100904e-05,8.065414047750142e-09,2.9172120265211944e-05,0.9999404321670065,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",127.0,3.0386849490209055e-05,7.250156130047785e-09,2.62565213215003e-05,0.999943349379033,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",128.0,3.0386131422543675e-05,6.518192569417833e-09,2.363231922057628e-05,0.9999459750311651,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",129.0,3.0385485137261785e-05,5.8608393374246085e-09,2.1270390937032534e-05,0.9999483382630872,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",130.0,3.0384903457228872e-05,5.270351502852542e-09,1.9144524011196764e-05,0.9999504653021809,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",131.0,3.038437992316644e-05,4.739815264715366e-09,1.7231125680377656e-05,0.9999523797545821,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",132.0,3.0383908721804182e-05,4.2630535740310745e-09,1.5508961075392834e-05,0.9999541028671501,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",133.0,3.0383484621232267e-05,3.834543431141134e-09,1.3958917578568356e-05,0.9999556537632577,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",134.0,3.0383102912730448e-05,3.4493432467326397e-09,1.2563792729397748e-05,0.9999570496550155,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",135.0,3.0382759358423724e-05,3.1030289041104675e-09,1.130810332510732e-05,0.9999583060342885,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",136.0,3.038245014417981e-05,2.791637367202608e-09,1.017791359837741e-05,0.999959436844621,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",137.0,3.0382171837222584e-05,2.5116168509891106e-09,9.16068056601311e-06,0.9999604546359808,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",138.0,3.038192134798859e-05,2.2597827147835525e-09,8.245114832781997e-06,0.9999613707040375,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",139.0,3.0381695895801273e-05,2.033278359146087e-09,7.421055306046754e-06,0.9999621952155208,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",140.0,3.0381492977980292e-05,1.829540508297681e-09,6.679356431113907e-06,0.9999629373210513,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",141.0,3.0381310342041835e-05,1.646268345096528e-09,6.011786696104176e-06,0.9999636052566945,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",142.0,3.0381145960680245e-05,1.4813960376692718e-09,5.410937280162778e-06,0.9999642064353641,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",143.0,3.038099800925248e-05,1.3330682578988578e-09,4.870139831354035e-06,0.9999647475290921,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",144.0,3.038086484551481e-05,1.1996183439881195e-09,4.383392461870211e-06,0.9999652345430753,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",145.0,3.0380744991386256e-05,1.07954880374453e-09,3.945293139351988e-06,0.9999656728823215,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",146.0,3.038063711653595e-05,9.715138933002507e-10,3.550979735177538e-06,0.9999660674116354,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",147.0,3.038054002361188e-05,8.743040387085421e-10,3.1960760644384443e-06,0.9999664225096089,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",148.0,3.0380452634946767e-05,7.868318960815958e-10,2.8766433188023417e-06,0.9999667421172154,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",149.0,3.0380373980593283e-05,7.081198703503361e-10,2.589136353301324e-06,0.9999670297815473,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",150.0,3.0380303187555652e-05,6.372889339103082e-10,2.3303643419452615e-06,0.9999672886951826,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",151.0,3.038023947009793e-05,5.735486048494357e-10,2.0974553655375174e-06,0.9999675217316167,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",152.0,3.0380182121021274e-05,5.161879605341329e-10,1.8878245387047355e-06,0.9999677314771533,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",153.0,3.0380130503813306e-05,4.645675763958509e-10,1.6991453224263687e-06,0.9999679202596072,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",154.0,3.038008404558233e-05,4.18112292092912e-10,1.529323703699011e-06,0.9999680901741395,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",155.0,3.0380042230697943e-05,3.763047180604791e-10,1.3764749557875284e-06,0.9999682431065098,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",156.0,3.0380004595067386e-05,3.3867940500607414e-10,1.2389027211523877e-06,0.9999683807540054,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",157.0,3.0379970720984062e-05,3.048176073301652e-10,1.11508018491815e-06,0.9999685046442776,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",158.0,3.0379940232491028e-05,2.7434257889655877e-10,1.003633129947801e-06,0.999968616152296,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",159.0,3.0379912791207977e-05,2.469153461700929e-10,9.033246854688003e-07,0.999968716515609,0.9,0.2,0.1
high_transmission,"High transmission: beta=0.9, sigma=0.2, gamma=0.1",160.0,3.037988809257533e-05,2.2223090958609308e-10,8.130415999911542e-07,0.9999688068480775,0.9,0.2,0.1
