scenario_id,scenario_description,time,S,E,I,R,beta,sigma,gamma
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",0.0,0.99,0.01,0.0,0.0,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",1.0,0.99,0.008,0.002,0.0,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",2.0,0.98901,0.00739,0.0034000000000000002,0.0002,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",3.0,0.987328683,0.007593317,0.004538,0.00054,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",4.0,0.985088434218273,0.008314902381727,0.005602863400000001,0.0009938,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",5.0,0.9823287762513505,0.009411579872304034,0.0067055575363454,0.00155408634,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",6.0,0.9790352451869699,0.010822794962223827,0.007917317757171667,0.00222464209363454,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",7.0,0.9751595786211621,0.012533902535586918,0.009290144973899267,0.0030163738693517067,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",8.0,0.9706298916921235,0.014556808957508091,0.010867910983626723,0.003945388366741633,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",9.0,0.9653555320616449,0.016919806796485096,0.01269248167676567,0.005032179465104305,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",10.0,0.9592291533605165,0.01966222413831648,0.014807194868386123,0.006301427632780872,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",11.0,0.9521274068618935,0.022831525809276287,0.017258920209210805,0.007782147119619484,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",12.0,0.9439110613898773,0.026481566119437135,0.020099333350144983,0.009508039140540565,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",13.0,0.9344250698519951,0.030671244433431864,0.023385713239017912,0.011517972475555064,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",14.0,0.9234989714885411,0.035463093910199514,0.027181390801802492,0.013856543799456856,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",15.0,0.9109479782639948,0.04092146835270596,0.031555870503662146,0.016574682879637107,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",16.0,0.8965751000451591,0.047110052901000496,0.03658457712383713,0.019730269930003323,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",17.0,0.880174689597702,0.05408845276825745,0.042348129991653514,0.023388727642387037,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",18.0,0.8615378135124786,0.06190763829982934,0.04893100754613965,0.02762354064155239,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",19.0,0.8404598568853467,0.07060406726699535,0.05641943445149156,0.032516641396166356,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",20.0,0.8167507219830203,0.08019238871592267,0.06489830445974147,0.03815858484131551,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",21.0,0.7902478534715365,0.09065677948422199,0.07444695175695186,0.04464841528728966,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",22.0,0.7608320815598214,0.10194119549909271,0.08513361247810107,0.05209311046298485,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",23.0,0.728445889763611,0.11393914819548458,0.09700849033010951,0.06060647171079496,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",24.0,0.6931131717370403,0.12648403658295831,0.11009547093619548,0.07030732074380591,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",25.0,0.6549588612098055,0.13934153979360145,0.12438273115916759,0.08131686783742546,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",26.0,0.6142260752327187,0.15220601781196805,0.13981276600197112,0.09375514095334223,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",27.0,0.571287751968308,0.16470313751398505,0.15627269296416763,0.10773641755353934,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",28.0,0.5266494142395416,0.1764008477399545,0.17358605117054787,0.1233636868499561,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",29.0,0.4809399181549795,0.18683017427652568,0.191507615601484,0.1407222919670109,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",30.0,0.434888089668263,0.19551596790793704,0.20972288889664073,0.1598730535271593,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",31.0,0.38928509641227826,0.20201576758233436,0.22785379358856406,0.18084534241682337,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",32.0,0.3449350534097645,0.20596265706838124,0.2454715677461745,0.20363072177567978,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",33.0,0.3025991792442118,0.20710599982025765,0.2621169423852333,0.22817787855029725,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",34.0,0.26294099342832483,0.20534298567209308,0.2773264481107615,0.2543895727888206,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",35.0,0.2264807475432286,0.20073463442277067,0.29066240043410396,0.28212221759989675,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",36.0,0.19356602867671605,0.1935024264047291,0.3017430872752477,0.31118845764330716,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",37.0,0.16436242313445534,0.184005546666044,0.3102692638286687,0.3413627663708319,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",38.0,0.13886411912094354,0.172702741346347,0.31604344677901064,0.37238969275369876,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",39.0,0.11692057170048649,0.16010574049753465,0.31897965037037895,0.40399403743159984,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",40.0,0.09827293015942348,0.1467322339390907,0.319102833432848,0.43589200246863774,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",41.0,0.08259334492761328,0.13306537238308278,0.31653899687738135,0.4678022858119225,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",42.0,0.06952133765154615,0.11952430518253335,0.31149817166625976,0.49945618549966064,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",43.0,0.05869345286642148,0.10644732893115134,0.30425321553614043,0.5306060026662867,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",44.0,0.04976461698365767,0.09408669902768489,0.29511735976875664,0.5610313242199007,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",45.0,0.04242141579659743,0.08261256040920816,0.284422963597418,0.5905430601967763,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",46.0,0.03638860339616415,0.0721228607277998,0.2725031793195178,0.6189853565565181,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",47.0,0.03143059833793828,0.06265629364046571,0.25967743353312595,0.6462356744884699,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",48.0,0.027349689782535106,0.05420594346777574,0.2462409489079065,0.6722034178417825,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",49.0,0.023982383000340946,0.04673206155641475,0.232458042710671,0.6968275127325732,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",50.0,0.021194934094442484,0.04017309815103026,0.21855865075088685,0.7200733170036403,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",51.0,0.018878765995224825,0.03445464662004187,0.2047374053060042,0.741929182078729,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",52.0,0.01694617121260405,0.029496312078654274,0.19115459409941216,0.7624029226093295,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",53.0,0.015326501972761813,0.025216718902765653,0.1779383971052018,0.7815183820192707,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",54.0,0.013962915375630339,0.021536961719343998,0.16518790117523474,0.7993122217297909,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",55.0,0.012809663033036444,0.018382821718069094,0.15297650340158006,0.8158310118473143,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",56.0,0.011829874302763247,0.01568604610472847,0.14135541740503588,0.8311286621874723,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",57.0,0.010993765892805145,0.013384945293740881,0.13035708488547798,0.8452642039279759,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",58.0,0.010277208255955409,0.011424513871842441,0.11999836545567835,0.8582999124165237,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",59.0,0.009660584159874284,0.009756235193555078,0.110283431684479,0.8702997489620915,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",60.0,0.009127882973260455,0.00833768934145789,0.10120633555474212,0.8813280921305394,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",61.0,0.008665983179712348,0.00713205126671442,0.09275323986755948,0.8914487256860136,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",62.0,0.0082640841714343,0.006107540021649583,0.08490432613414642,0.9007240496727695,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",63.0,0.007913255922588553,0.005236860266165414,0.0776354015250617,0.9092144822861842,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",64.0,0.007606081522128186,0.004496662613392698,0.07091923342578861,0.9169780224386903,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",65.0,0.007336372786666493,0.0038670388261758514,0.06472664260588828,0.9240699457812692,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",66.0,0.00709894339697343,0.0033310604506337446,0.059027386110534624,0.930542610041858,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",67.0,0.006889427360538439,0.002874364396941986,0.053790859589607914,0.9364453486529115,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",68.0,0.0067041332506366765,0.002484785627455352,0.04898664651003552,0.9418244346118723,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",69.0,0.006539926747784119,0.002152035004816839,0.04458493898452304,0.9467230992628758,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",70.0,0.006394135630277516,0.0018674191213600736,0.0405568520870341,0.9511815931613281,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",71.0,0.006264472623786717,0.0016235983035788586,0.03687465070260271,0.9552372783700315,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",72.0,0.00614897250386764,0.001414378762782163,0.03351190529305821,0.9589247434402918,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",73.0,0.006045940611768025,0.001234534902325346,0.03044359051630882,0.9622759339695975,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",74.0,0.0059539105416327315,0.0010796579919955705,0.02764613844514301,0.9653202930212285,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",75.0,0.0058716092240707445,0.0009460277111584439,0.025097456199027823,0.9680849068657428,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",76.0,0.005797927996411283,0.0008305033965862167,0.022776916121356728,0.9705946524856456,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",77.0,0.0057318985365853205,0.0007304321770949362,0.020665325188538298,0.9728723440977812,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",78.0,0.005672672762982199,0.0006435715152790702,0.018744879105103456,0.974938876616635,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",79.0,0.005619505980409742,0.0005680239947957134,0.016999105497648926,0.9768133645271454,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",80.0,0.005571742692906914,0.0005021824833393979,0.015412799746843175,0.9785132750769103,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",81.0,0.005528804615723559,0.0004446840638548738,0.013971956268826738,0.9800545550515947,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",82.0,0.00549018050756867,0.0003943713592387875,0.012663697454715038,0.9814517506784773,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",83.0,0.005455417515108858,0.00035026007985084173,0.011476201981091292,0.9827181204239488,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",84.0,0.005424113778461572,0.00031151180052795956,0.01039863379895233,0.9838657406220579,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",85.0,0.005395912092028535,0.0002774111268554044,0.009421072779162688,0.9849056040019531,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",86.0,0.005370494451764052,0.00024734654174880593,0.008534447726617501,0.9858477112798694,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",87.0,0.005347577349681718,0.00022079433548137956,0.007730472262305512,0.9867011560525312,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",88.0,0.0053269077004955935,0.00019730511757122752,0.007001583903171236,0.9874742032787617,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",89.0,0.005308259304890859,0.00017649248966171644,0.006340886536368358,0.9881743616690788,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",90.0,0.005291429769911892,0.0001580235267083404,0.005742096380663865,0.9888084503227156,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",91.0,0.0052762378200467185,0.00014161077123184637,0.005199491447939147,0.989382659960782,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",92.0,0.005262520943335405,0.0001270054936967901,0.004707864457391602,0.9899026091055759,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",93.0,0.005250133325682701,0.0001139920126101359,0.0042624791103917994,0.9903733955513151,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",94.0,0.005238944033868954,0.00010238290190185589,0.003859029601874647,0.9907996434623543,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",95.0,0.005228835413814322,9.201494157611714e-05,0.0034936032220675532,0.9911855464225418,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",96.0,0.00521970167568964,8.274569138557503e-05,0.0031626458881760214,0.9915349067447485,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",97.0,0.005211447641668577,7.445058712952269e-05,0.0028629304376355342,0.9918511713335662,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",98.0,0.005203987635629839,6.70204757423566e-05,0.0025915275112978853,0.9921374643773297,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",99.0,0.005197244497066745,6.0359519156979656e-05,0.002345778855316568,0.9923966171284595,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",100.0,0.00519114870394318,5.4383408449148504e-05,0.002123272873616307,0.9926311950139911,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",101.0,0.005185637591330184,4.9017839372314305e-05,0.001921822267944506,0.9928435223013528,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",102.0,0.00518065465443193,4.4197208396105674e-05,0.0017394436090245183,0.9930357045281472,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",103.0,0.005176148926117323,3.986349503149191e-05,0.0015743386898012877,0.9932096488890496,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",104.0,0.005172074420358043,3.596530178447347e-05,0.0014248775198274573,0.9933670827580298,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",105.0,0.005168389634071822,3.245702771380017e-05,0.0012895828282016063,0.9935095705100125,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",106.0,0.005165057100811045,2.929815543181724e-05,0.0011671159509242057,0.9936385287928327,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",107.0,0.00516204299054615,2.6452634610349246e-05,0.0010562639869181485,0.9937552403879251,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",108.0,0.005159316750491231,2.3888347743197975e-05,0.0009559281151484035,0.9938608667866169,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",109.0,0.005156850782522856,2.1576646162933715e-05,0.0008651129731822027,0.9939564595981317,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",110.0,0.005154620153266493,1.949194618670963e-05,0.0007829170050965692,0.9940429708954499,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",111.0,0.00515260233338009,1.7611376835770614e-05,0.0007085236938242542,0.9941212625959596,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",112.0,0.0051507769629610635,1.5914471887643456e-05,0.0006411935998089829,0.994192114965342,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",113.0,0.005149125640349716,1.4382900121461857e-05,0.0005802571342056133,0.9942562343253228,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",114.0,0.005147631731905849,1.300022854103647e-05,0.0005251080008093444,0.9943142600387433,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",115.0,0.005146280200602027,1.1751714136651088e-05,0.0004751972464366172,0.9943667708388243,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",116.0,0.005145057451511668,1.0624120399679554e-05,0.0004300278646202857,0.994414290563468,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",117.0,0.005143951192477057,9.605555354354768e-06,0.00038914990223819305,0.99445729334993,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",118.0,0.005142950308425221,8.685328335319056e-06,0.0003521560230852447,0.9944962083401538,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",119.0,0.005142044747961452,7.853823132025274e-06,0.0003186774864437841,0.9945314239424624,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",120.0,0.0051412254210137205,7.102385453351128e-06,0.0002883805024258107,0.9945632916911068,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",121.0,0.0051404841064287225,6.423222947679045e-06,0.00026096292927389985,0.9945921297413494,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",122.0,0.005139813368533573,5.809316253293018e-06,0.00023615128093604568,0.9946182260342767,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",123.0,0.005139206481778197,5.254339758010122e-06,0.0002136980160930997,0.9946418411623703,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",124.0,0.005138657362663473,4.752590921132498e-06,0.00019337908243539177,0.9946632109639796,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",125.0,0.005138160508240602,4.298927159776864e-06,0.0001749916923760791,0.9946825488722231,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",126.0,0.0051377109405390834,3.88870942933997e-06,0.00015835230857042657,0.9947000480414607,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",127.0,0.005137304156344983,3.517751737572927e-06,0.0001432948195992519,0.9947158832723177,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",128.0,0.005136936081808828,3.1822759262133123e-06,0.0001296688879868413,0.9947302127542776,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",129.0,0.005136603031414134,2.878871135664466e-06,0.00011733845437339983,0.9947431796430763,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",130.0,0.005136301670883916,2.6044574387495003e-06,0.00010618038316319275,0.9947549134885136,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",131.0,0.005136028983644189,2.356253190727701e-06,9.608323633462337e-05,0.99476553152683,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",132.0,0.00513578224050086,2.1317456959106406e-06,8.694616333930658e-05,0.9947751398504635,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",133.0,0.005135558972220081,1.9286648375073614e-06,7.867789614455805e-05,0.9947838344667974,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",134.0,0.00513535694473235,1.7449593577361814e-06,7.119583949760371e-05,0.9947917022564119,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",135.0,0.005135174136707951,1.5787755105889796e-06,6.442524741939058e-05,0.9947988218403616,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",136.0,0.005135008719275801,1.4284378406207161e-06,5.8298477779569315e-05,0.9948052643651035,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",137.0,0.005134859037679942,1.2924318683558704e-06,5.275431756973653e-05,0.9948110942128815,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",138.0,0.005134723594687767,1.169388486859496e-06,4.773737218643405e-05,0.9948163696446385,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",139.0,0.00513460103558211,1.0580698951446339e-06,4.3197512665162546e-05,0.9948211433818571,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",140.0,0.0051344901345854775,9.573569127482646e-07,3.908937537767522e-05,0.9948254631331236,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",141.0,0.005134389782579356,8.662375363205026e-07,3.5371909222457344e-05,0.9948293720706614,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",142.0,0.005134298975994705,7.837966137074569e-07,3.200796580747571e-05,0.9948329092615836,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",143.0,0.00513421680676167,7.092065240004635e-07,2.8963928549469628e-05,0.9948361100581644,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",144.0,0.005134142453217296,6.417187635746364e-07,2.6209376999322757e-05,0.9948390064510194,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",145.0,0.005134075171879734,5.80656348422009e-07,2.3716783052105408e-05,0.9948416273887194,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",146.0,0.005134014290006221,5.254069522499434e-07,2.146123601657927e-05,0.9948439990670246,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",147.0,0.005133959198860026,4.7541670799511185e-07,1.9420193805371332e-05,0.9948461451906262,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",148.0,0.005133909347618711,4.3018460771145483e-07,1.757325776643322e-05,0.9948480872100067,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",149.0,0.005133864237862553,3.8925744232676616e-07,1.590196891133219e-05,0.9948498445357834,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",150.0,0.0051338234185878,3.5222522861415815e-07,1.4389623508664325e-05,0.9948514347326746,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",151.0,0.005133786481694723,3.1871707596804777e-07,1.3021106203520724e-05,0.9948528736950254,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",152.0,0.00513375305790522,2.883974502766112e-07,1.1782738998362262e-05,0.9948541758056457,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",153.0,0.005133722813069039,2.609627964029596e-07,1.0662144588581358e-05,0.9948553540795455,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",154.0,0.005133695444821583,2.3613848457768807e-07,9.648122689003815e-06,0.9948564202940043,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",155.0,0.005133670679559833,2.1367604941195977e-07,8.730538117018972e-06,0.9948573851062732,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",156.0,0.005133648269706059,1.9335069330362771e-07,7.900219515199467e-06,0.9948582581600849,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",157.0,0.005133627991231937,1.7495902876515307e-07,7.148867702340246e-06,0.9948590481820364,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",158.0,0.005133609641418266,1.5831703668329637e-07,6.468972737859252e-06,0.9948597630688066,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",159.0,0.005133593036827857,1.4325821975521018e-07,5.8537388714099864e-06,0.9948604099660804,0.5,0.2,0.1
baseline,"Baseline: beta=0.5, sigma=0.2, gamma=0.1",160.0,0.005133578011471303,1.2963193235900758e-07,5.2970166282200295e-06,0.9948609953399675,0.5,0.2,0.1
